name,series,family,description,location,region,regionLocation,regionLocationLong,regionLocationCountryCode,regionCfe,regionCo2Kwh,regionLowCo2,regionLat,regionLng,regionPublicIpv4Addr,zoneCount,zones,vCpus,sharedCpu,intel,amd,arm,cpuPlatformCount,cpuPlatform,cpuBaseClock,cpuTurboClock,cpuSingleMaxTurboClock,availableCpuPlatformCount,availableCpuPlatform,coremarkScore,standardDeviation,sampleCount,memoryGB,acceleratorCount,acceleratorType,disks,disksSizeGb,localSsd,bandwidth,tier1,sap,saps,hana,sud,spot,hour,hourSpot,month,month1yCud,month3yCud,monthSpot,monthSles,monthSlesSap,monthSlesSap1yCud,monthSlesSap3yCud,monthRhel,monthRhel1yCud,monthRhel3yCud,monthRhelSap,monthRhelSap1yCud,monthRhelSap3yCud,monthWindows
n1-highcpu-64,n1,General-purpose,"64 vCPUs, 57.6 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",64.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",815329.0,0.86,160.0,57.6,"","",128.0,524288.0,1.0,32.0,0.0,0.0,"",0.0,1.0,1.0,2.7231488,0.7701312,1391.5290368,1252.240832,894.50112,562.195776,80.3,299.3,119.939,107.748,504.576,504.576,504.576,759.2,759.2,759.2,2149.12
n1-highcpu-8,n1,General-purpose,"8 vCPUs, 7.2 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",8.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",104238.0,0.6,1192.0,7.2,"","",128.0,263168.0,1.0,16.0,0.0,0.0,"",0.0,1.0,1.0,0.3403936,0.0962664,173.9411296,156.530104,111.81264,70.274472,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
n1-highcpu-96,n1,General-purpose,"96 vCPUs, 86 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",96.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",1232561.0,0.3,112.0,86.4,"","",128.0,524288.0,1.0,32.0,0.0,0.0,"",0.0,1.0,1.0,4.0847232,1.1551968,2087.2935552,1878.361248,1341.75168,843.293664,80.3,299.3,119.939,107.748,756.864,756.864,756.864,1138.8,1138.8,1138.8,3223.68
n1-highmem-16,n1,General-purpose,"16 vCPUs, 104 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",16.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",208446.0,0.55,616.0,104.0,"","",128.0,263168.0,1.0,32.0,0.0,1.0,16720.0,0.0,1.0,1.0,1.136672,0.321288,580.839392,522.692848,373.4096,234.54024,80.3,299.3,119.939,107.748,126.144,126.144,126.144,189.8,189.8,189.8,537.28
n1-highmem-2,n1,General-purpose,"2 vCPUs, 13 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",2.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",26293.0,0.65,3688.0,13.0,"","",128.0,263168.0,1.0,10.0,0.0,1.0,2090.0,0.0,1.0,1.0,0.142084,0.040161,72.604924,65.336606,46.6762,29.31753,80.3,124.1,50.005,44.7198,21.024,21.024,21.024,32.85,32.85,32.85,67.16
n1-highmem-32,n1,General-purpose,"32 vCPUs, 208 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",32.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",415396.0,0.75,320.0,208.0,"","",128.0,524288.0,1.0,32.0,0.0,1.0,33440.0,1.0,1.0,1.0,2.273344,0.642576,1161.678784,1045.385696,746.8192,469.08048,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
n1-highmem-4,n1,General-purpose,"4 vCPUs, 26 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",4.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",52095.0,0.66,2344.0,26.0,"","",128.0,263168.0,1.0,10.0,0.0,1.0,4180.0,0.0,1.0,1.0,0.284168,0.080322,145.209848,130.673212,93.3524,58.63506,80.3,248.2,100.01,89.425,42.048,42.048,42.048,65.7,65.7,65.7,134.32
n1-highmem-64,n1,General-purpose,"64 vCPUs, 416 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",64.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",817050.0,0.88,160.0,416.0,"","",128.0,524288.0,1.0,32.0,0.0,1.0,66880.0,1.0,1.0,1.0,4.546688,1.285152,2323.357568,2090.771392,1493.6384,938.16096,80.3,299.3,119.939,107.748,504.576,504.576,504.576,759.2,759.2,759.2,2149.12
n1-highmem-8,n1,General-purpose,"8 vCPUs, 52 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",8.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",104145.0,0.84,1200.0,52.0,"","",128.0,263168.0,1.0,16.0,0.0,1.0,8360.0,0.0,1.0,1.0,0.568336,0.160644,290.419696,261.346424,186.7048,117.27012,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
n1-highmem-96,n1,General-purpose,"96 vCPUs, 624 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",96.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",1233066.0,0.53,112.0,624.0,"","",128.0,524288.0,1.0,32.0,0.0,1.0,100320.0,1.0,1.0,1.0,6.820032,1.927728,3485.036352,3136.157088,2240.4576,1407.24144,80.3,299.3,119.939,107.748,756.864,756.864,756.864,1138.8,1138.8,1138.8,3223.68
n1-standard-1,n1,General-purpose,"1 vCPU, 3.75 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",1.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",20060.0,0.78,10434.0,3.75,"","",128.0,263168.0,1.0,2.0,0.0,0.0,"",0.0,1.0,1.0,0.05705,0.01612875,29.15255,26.2342655,18.740925,11.7739875,80.3,124.1,50.005,44.7198,10.512,10.512,10.512,16.425,16.425,16.425,33.58
n1-standard-16,n1,General-purpose,"16 vCPUs, 60 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",16.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",208193.0,0.58,624.0,60.0,"","",128.0,263168.0,1.0,32.0,0.0,1.0,16720.0,0.0,1.0,1.0,0.9128,0.25806,466.4408,419.748248,299.8548,188.3838,80.3,299.3,119.939,107.748,126.144,126.144,126.144,189.8,189.8,189.8,537.28
n1-standard-2,n1,General-purpose,"2 vCPUs, 7.5 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",2.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",26293.0,0.72,3696.0,7.5,"","",128.0,263168.0,1.0,10.0,0.0,0.0,"",0.0,1.0,1.0,0.1141,0.0322575,58.3051,52.468531,37.48185,23.547975,80.3,124.1,50.005,44.7198,21.024,21.024,21.024,32.85,32.85,32.85,67.16
n1-standard-32,n1,General-purpose,"32 vCPUs, 120 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",32.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",414412.0,1.54,320.0,120.0,"","",128.0,524288.0,1.0,32.0,0.0,1.0,33440.0,0.0,1.0,1.0,1.8256,0.51612,932.8816,839.496496,599.7096,376.7676,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
n1-standard-4,n1,General-purpose,"4 vCPUs, 15 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",4.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",52091.0,0.74,2368.0,15.0,"","",128.0,263168.0,1.0,10.0,0.0,0.0,"",0.0,1.0,1.0,0.2282,0.064515,116.6102,104.937062,74.9637,47.09595,80.3,248.2,100.01,89.425,42.048,42.048,42.048,65.7,65.7,65.7,134.32
n1-standard-64,n1,General-purpose,"64 vCPUs, 240 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",64.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",812905.0,3.64,160.0,240.0,"","",128.0,524288.0,1.0,32.0,0.0,1.0,66880.0,0.0,1.0,1.0,3.6512,1.03224,1865.7632,1678.992992,1199.4192,753.5352,80.3,299.3,119.939,107.748,504.576,504.576,504.576,759.2,759.2,759.2,2149.12
n1-standard-8,n1,General-purpose,"8 vCPUs, 30 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",8.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",104161.0,0.56,1200.0,30.0,"","",128.0,263168.0,1.0,16.0,0.0,1.0,8360.0,0.0,1.0,1.0,0.4564,0.12903,233.2204,209.874124,149.9274,94.1919,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
n1-standard-96,n1,General-purpose,"96 vCPUs, 360 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",96.0,0,1.0,0.0,0.0,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",2.0,2.7,3.5,5.0,"Intel Broadwell, Intel Haswell, Intel Ivy Bridge, Intel Sandy Bridge, Intel Skylake",1231358.0,0.49,112.0,360.0,"","",128.0,524288.0,1.0,32.0,0.0,1.0,100320.0,0.0,1.0,1.0,5.4768,1.54836,2798.6448,2518.489488,1799.1288,1130.3028,80.3,299.3,119.939,107.748,756.864,756.864,756.864,1138.8,1138.8,1138.8,3223.68
n2-highcpu-16,n2,General-purpose,"16 vCPUs 16 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",16.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",276855.0,0.71,632.0,16.0,"","",128.0,263168.0,1.0,32.0,0.0,0.0,"",0.0,1.0,1.0,0.688928,0.090704,402.434535488,316.79664,226.3,66.21392,80.3,299.3,119.939,107.748,126.144,126.144,126.144,189.8,189.8,189.8,537.28
n2-highcpu-2,n2,General-purpose,"2 vCPUs 2 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",2.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",34740.0,0.53,3688.0,2.0,"","",128.0,263168.0,1.0,10.0,0.0,0.0,"",0.0,1.0,1.0,0.086116,0.011338,50.304316936,39.59958,28.2875,8.27674,80.3,124.1,50.005,44.7198,21.024,21.024,21.024,32.85,32.85,32.85,67.16
n2-highcpu-32,n2,General-purpose,"32 vCPUs 32 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",32.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",550940.0,1.6,312.0,32.0,"","",128.0,524288.0,1.0,32.0,50.0,0.0,"",0.0,1.0,1.0,1.377856,0.181408,804.869070976,633.59328,452.6,132.42784,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
n2-highcpu-4,n2,General-purpose,"4 vCPUs 4 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",4.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",66908.0,0.64,2328.0,4.0,"","",128.0,263168.0,1.0,10.0,0.0,0.0,"",0.0,1.0,1.0,0.172232,0.022676,100.608633872,79.19916,56.575,16.55348,80.3,248.2,100.01,89.425,42.048,42.048,42.048,65.7,65.7,65.7,134.32
n2-highcpu-48,n2,General-purpose,"48 vCPUs 48 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",48.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",822890.0,1.82,216.0,48.0,"","",128.0,524288.0,1.0,32.0,50.0,0.0,"",0.0,1.0,1.0,2.066784,0.272112,1207.303606464,950.38992,678.9,198.64176,80.3,299.3,119.939,107.748,378.432,378.432,378.432,569.4,569.4,569.4,1611.84
n2-highcpu-64,n2,General-purpose,"64 vCPUs 64 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",64.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",1100249.0,1.18,160.0,64.0,"","",128.0,524288.0,1.0,32.0,75.0,0.0,"",0.0,1.0,1.0,2.755712,0.362816,1609.738141952,1267.18656,905.2,264.85568,80.3,299.3,119.939,107.748,504.576,504.576,504.576,759.2,759.2,759.2,2149.12
n2-highcpu-8,n2,General-purpose,"8 vCPUs 8 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",8.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",138600.0,0.75,1208.0,8.0,"","",128.0,263168.0,1.0,16.0,0.0,0.0,"",0.0,1.0,1.0,0.344464,0.045352,201.217267744,158.39832,113.15,33.10696,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
n2-highcpu-80,n2,General-purpose,"80 vCPUs 80 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",80.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",1377373.0,1.08,128.0,80.0,"","",128.0,524288.0,1.0,32.0,100.0,0.0,"",0.0,1.0,1.0,3.44464,0.45352,2012.17267744,1583.9832,1131.5,331.0696,80.3,299.3,119.939,107.748,630.72,630.72,630.72,949.0,949.0,949.0,2686.4
n2-highcpu-96,n2,General-purpose,"96 vCPUs 96 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",96.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake","","","",96.0,"","",128.0,524288.0,1.0,32.0,100.0,0.0,"",0.0,1.0,1.0,4.133568,0.544224,2414.607212928,1900.77984,1357.8,397.28352,80.3,299.3,119.939,107.748,756.864,756.864,756.864,1138.8,1138.8,1138.8,3223.68
n2-highmem-128,n2,General-purpose,"128 vCPUs 864 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",128.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",2191510.0,0.81,88.0,864.0,"","",128.0,524288.0,1.0,32.0,100.0,1.0,183350.0,1.0,1.0,1.0,9.256192,1.218016,5406.967532032,4256.35552,3040.7712,889.15168,80.3,299.3,119.939,107.748,897.024,897.024,897.024,1401.6,1401.6,1401.6,4298.24
n2-highmem-16,n2,General-purpose,"16 vCPUs 128 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",16.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",276327.0,0.91,624.0,128.0,"","",128.0,263168.0,1.0,32.0,0.0,1.0,28593.0,0.0,1.0,1.0,1.258784,0.165632,735.313638464,578.83744,413.5304,120.91136,80.3,299.3,119.939,107.748,126.144,126.144,126.144,189.8,189.8,189.8,537.28
n2-highmem-2,n2,General-purpose,"2 vCPUs 16 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",2.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",34695.0,0.82,3688.0,16.0,"","",128.0,263168.0,1.0,10.0,0.0,1.0,3574.0,0.0,1.0,1.0,0.157348,0.020704,91.914204808,72.35468,51.6913,15.11392,80.3,124.1,50.005,44.7198,21.024,21.024,21.024,32.85,32.85,32.85,67.16
n2-highmem-32,n2,General-purpose,"32 vCPUs 256 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",32.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",550448.0,1.23,320.0,256.0,"","",128.0,524288.0,1.0,32.0,50.0,1.0,57185.0,1.0,1.0,1.0,2.517568,0.331264,1470.627276928,1157.67488,827.0608,241.82272,80.3,299.3,119.939,107.748,252.288,252.288,252.288,379.6,379.6,379.6,1074.56
n2-highmem-4,n2,General-purpose,"4 vCPUs 32 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",4.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",66798.0,0.6,2344.0,32.0,"","",128.0,263168.0,1.0,10.0,0.0,1.0,7148.0,0.0,1.0,1.0,0.314696,0.041408,183.828409616,144.70936,103.3826,30.22784,80.3,248.2,100.01,89.425,42.048,42.048,42.048,65.7,65.7,65.7,134.32
n2-highmem-48,n2,General-purpose,"48 vCPUs 384 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",48.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",814034.0,1.88,208.0,384.0,"","",128.0,524288.0,1.0,32.0,50.0,1.0,85778.0,1.0,1.0,1.0,3.776352,0.496896,2205.940915392,1736.51232,1240.5912,362.73408,80.3,299.3,119.939,107.748,378.432,378.432,378.432,569.4,569.4,569.4,1611.84
n2-highmem-64,n2,General-purpose,"64 vCPUs 512 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",64.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",1097943.0,1.34,160.0,512.0,"","",128.0,524288.0,1.0,32.0,75.0,1.0,114370.0,1.0,1.0,1.0,5.035136,0.662528,2941.254553856,2315.34976,1654.1216,483.64544,80.3,299.3,119.939,107.748,504.576,504.576,504.576,759.2,759.2,759.2,2149.12
n2-highmem-8,n2,General-purpose,"8 vCPUs 64 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",8.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",138406.0,0.79,1192.0,64.0,"","",128.0,263168.0,1.0,16.0,0.0,1.0,14296.0,0.0,1.0,1.0,0.629392,0.082816,367.656819232,289.41872,206.7652,60.45568,80.3,299.3,119.939,107.748,84.096,84.096,84.096,131.4,131.4,131.4,268.64
n2-highmem-80,n2,General-purpose,"80 vCPUs 640 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",80.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",1361752.0,1.97,128.0,640.0,"","",128.0,524288.0,1.0,32.0,100.0,1.0,133400.0,1.0,1.0,1.0,6.29392,0.82816,3676.56819232,2894.1872,2067.652,604.5568,80.3,299.3,119.939,107.748,630.72,630.72,630.72,949.0,949.0,949.0,2686.4
n2-highmem-96,n2,General-purpose,"96 vCPUs 768 GB RAM",asia,asia-south2,Delhi,"Delhi, India",IN,29.0,529.0,0.0,28.7041,77.1025,75520.0,3.0,"asia-south2-a, asia-south2-b, asia-south2-c",96.0,0,1.0,0.0,0.0,2.0,"Intel Cascade Lake, Intel Ice Lake",2.6,3.4,3.5,2.0,"Intel Cascade Lake, Intel Ice Lake",1643949.0,1.1,112.0,768.0,"","",128.0,524288.0,1.0,32.0,100.0,1.0,160080.0,1.0,1.0,1.0,7.552704,0.993792,4411.881830784,3473.02464,2481.1824,725.46816,80.3,299.3,119.939,107.748,756.864,756.864,756.864,1138.8,1138.8,1138.8,3223.68
